-0.82,0.79,-1.31,-0.16,1.00
-0.76,-1.96,0.58,0.14,1.00
-0.98,-1.16,0.39,-0.96,1.00
0.57,-0.52,-0.18,-1.46,1.00
2.56,1.09,-1.34,-0.16,2.00
-0.12,1.78,-0.16,1.32,2.00
1.88,0.05,-0.55,-0.07,1.00
-0.23,-0.58,0.30,-0.77,1.00
3.17,0.39,1.49,1.55,2.00
-0.92,2.81,1.62,0.89,2.00
1.47,-2.06,0.02,-2.17,1.00
-0.76,0.46,-0.20,1.70,1.00
2.12,2.07,-0.87,-0.15,2.00
1.07,2.42,0.80,-0.09,2.00
0.58,0.51,0.66,1.87,1.00
-1.02,-1.28,0.02,-0.62,1.00
3.17,1.99,-0.59,3.15,2.00
1.44,2.08,-0.62,1.50,2.00
0.97,0.53,-0.49,1.04,2.00
-0.43,-0.60,-0.59,0.14,1.00
0.57,1.16,-0.29,0.90,2.00
1.01,-1.15,1.56,0.37,1.00
1.07,1.86,0.12,-1.80,1.00
-0.39,-0.02,-0.21,-0.68,1.00
0.75,2.68,1.68,1.93,2.00
-0.15,0.65,0.16,0.80,2.00
0.71,2.37,-0.05,0.35,2.00
0.08,0.38,-0.99,-0.75,1.00
-0.40,-0.99,-1.86,1.78,1.00
0.18,-0.83,-1.42,0.43,1.00
2.88,0.84,0.72,1.69,2.00
-0.33,-0.58,-0.25,-0.32,1.00
0.63,2.49,-0.78,0.43,2.00
-0.98,0.44,0.42,1.93,1.00
2.22,1.90,-1.23,1.80,2.00
1.31,2.20,1.03,1.94,2.00
-0.37,-0.36,0.13,0.92,1.00
0.22,3.59,0.17,0.85,2.00
-1.70,0.91,0.97,0.23,1.00
2.05,1.78,-0.83,2.50,2.00
-1.40,-0.77,-0.33,0.73,1.00
-0.41,1.19,0.81,-1.30,1.00
0.11,-0.76,0.67,-0.61,1.00
2.06,0.68,0.53,0.98,2.00
0.62,2.32,-0.40,-2.55,1.00
-1.73,-0.54,-1.24,-0.14,1.00
0.61,1.41,0.95,3.68,2.00
1.12,-0.68,-2.91,-0.87,1.00
2.43,3.60,0.31,0.73,2.00
1.12,1.00,0.12,0.85,1.00
1.97,3.12,1.00,1.55,2.00
-1.06,2.44,-0.58,0.28,2.00
1.75,3.49,0.17,0.31,2.00
-1.11,-0.27,-0.52,1.56,1.00
-0.01,2.58,0.37,1.80,2.00
-1.04,0.14,-0.57,2.58,1.00
1.99,0.45,-0.80,2.37,2.00
0.42,1.20,1.28,1.13,2.00
2.00,1.00,-0.07,-0.17,2.00
-0.64,1.36,0.51,1.05,1.00
-0.53,2.85,2.16,1.25,1.00
1.59,2.80,-0.06,0.36,2.00
-0.71,0.78,3.41,0.86,2.00
0.46,1.66,0.19,-0.09,1.00
0.56,0.42,1.07,0.17,1.00
0.74,0.68,1.27,1.86,1.00
-0.25,2.51,0.24,2.09,2.00
-0.91,1.14,0.65,0.48,1.00
-0.12,-0.82,-0.18,0.05,1.00
1.42,3.93,0.10,0.70,2.00
-1.35,-1.47,-0.21,0.61,1.00
-0.74,1.18,0.22,-0.40,1.00
-0.67,0.13,0.82,1.81,1.00
2.82,4.21,-0.83,0.12,2.00
-0.55,2.18,1.06,0.55,2.00
0.66,-0.51,-1.32,-0.49,1.00
2.32,2.31,-0.78,0.49,2.00
-1.47,-1.21,0.58,1.35,1.00
0.28,0.58,0.65,0.28,1.00
-0.46,-0.57,1.62,0.61,1.00
-0.01,3.23,0.60,1.38,2.00
1.00,3.60,0.69,-0.57,2.00
2.35,1.70,0.99,1.96,2.00
1.84,1.63,-0.01,0.12,2.00
-0.35,-0.07,2.05,-0.05,1.00
0.25,0.78,0.71,3.84,2.00
-0.04,4.10,0.39,-0.30,2.00
2.27,0.29,-1.22,1.72,1.00
-1.07,0.88,-1.74,-0.77,2.00
-0.10,0.38,-0.03,-1.54,1.00
1.24,-0.84,-0.30,-2.02,1.00
0.03,2.48,1.49,1.25,2.00
1.42,1.83,-1.01,-0.13,2.00
0.80,1.09,0.18,-0.27,2.00
2.79,-0.65,-0.53,0.18,1.00
1.02,3.16,2.16,-0.20,2.00
1.42,2.38,-1.25,0.35,2.00
-0.82,1.21,0.27,1.64,1.00
0.43,1.45,0.50,1.69,2.00
-0.14,1.35,-1.23,-0.30,1.00
0.38,2.62,-1.63,0.34,2.00
1.26,0.16,0.75,-0.86,1.00
0.77,2.26,-0.28,0.86,2.00
2.23,1.57,0.87,0.60,2.00
2.62,2.47,-0.28,0.26,2.00
-1.27,1.95,-0.27,0.80,2.00
0.73,2.02,-0.74,-0.41,1.00
-0.94,0.80,2.05,0.54,1.00
0.46,2.67,-2.64,1.94,2.00
1.52,2.00,-0.83,-1.06,2.00
1.50,1.56,0.64,0.40,2.00
0.43,2.11,-1.44,0.42,2.00
-0.39,-2.17,0.13,0.45,1.00
3.09,2.55,-0.75,0.86,2.00
1.09,-0.22,-0.52,0.03,1.00
2.70,2.90,-1.46,0.67,2.00
-0.38,-0.57,1.26,0.84,1.00
2.71,2.89,-0.69,0.85,2.00
2.46,3.05,0.64,0.83,2.00
-0.67,4.32,1.13,0.75,2.00
0.32,2.77,-0.11,0.47,2.00
-0.65,-0.39,-1.52,0.81,1.00
-0.37,2.68,1.26,2.35,2.00
0.25,0.48,-0.04,-0.11,1.00
0.93,-0.83,0.73,0.65,1.00
-2.17,0.65,0.02,1.97,1.00
-0.79,3.12,-0.72,1.83,2.00
2.17,5.45,0.20,-0.92,2.00
1.38,0.86,-0.23,1.26,2.00
1.28,4.65,-0.49,0.87,2.00
-0.20,1.48,1.57,1.15,2.00
-1.54,0.11,-0.10,0.54,1.00
-0.06,2.61,0.85,3.12,2.00
0.89,3.30,0.91,1.84,2.00
1.56,3.90,0.72,1.68,2.00
1.25,1.01,0.65,-0.40,2.00
0.24,-1.89,1.04,-1.12,1.00
2.74,2.90,-0.76,1.12,2.00
0.57,0.39,0.12,-0.34,1.00
-0.87,-0.10,-0.17,0.25,1.00
-0.41,-0.12,2.08,-0.05,1.00
-3.13,-1.48,0.77,0.36,1.00
1.95,1.84,0.34,1.72,2.00
2.99,1.46,1.05,0.79,2.00
-0.17,-0.51,1.17,-0.96,1.00
0.70,1.98,0.73,0.44,2.00
0.86,-1.91,0.68,-0.00,1.00
2.41,2.67,0.52,2.03,2.00
1.21,2.73,1.09,2.23,2.00
1.01,2.48,-1.90,-0.05,2.00
0.98,2.96,0.22,1.51,2.00
-0.27,1.86,-0.34,1.44,2.00
-0.56,-0.21,0.90,-0.01,1.00
2.06,2.06,0.05,3.00,2.00
0.85,1.61,1.54,0.94,2.00
1.76,1.96,-0.67,1.97,2.00
1.56,2.79,1.00,2.36,2.00
0.55,0.62,-0.25,-0.20,1.00
3.06,1.19,1.68,1.56,1.00
0.95,-1.69,1.63,0.26,1.00
-1.28,1.96,-0.22,-0.11,1.00
-0.12,0.06,0.52,-0.38,1.00
1.32,2.50,2.24,2.34,2.00
1.61,1.38,-0.45,0.88,2.00
2.83,2.47,0.30,1.28,2.00
-0.87,1.67,1.55,0.98,1.00
-0.05,0.91,0.71,1.42,1.00
1.74,2.40,1.16,0.55,2.00
0.21,2.56,0.57,-0.29,2.00
-0.40,-1.61,0.28,-1.55,1.00
-0.04,0.82,0.31,1.69,2.00
2.36,0.79,-0.07,0.33,2.00
-0.72,-0.39,0.52,1.35,1.00
2.60,1.61,1.77,1.36,2.00
1.70,2.51,0.71,2.62,2.00
1.21,2.38,-0.09,0.52,2.00
0.92,1.12,2.13,-0.59,1.00
-0.04,1.47,-0.48,1.10,1.00
1.22,2.16,-0.83,0.22,2.00
-1.92,-1.01,1.12,-2.35,1.00
0.60,2.60,-1.39,-0.28,2.00
3.08,2.64,0.60,2.02,2.00
-0.13,0.30,0.42,0.12,1.00
-0.93,-0.83,0.08,-0.87,1.00
2.65,3.31,0.62,1.51,2.00
1.04,3.74,0.57,1.90,2.00
-0.84,2.39,0.09,2.05,2.00
-0.11,0.15,-0.10,-1.42,1.00
0.64,4.15,0.63,0.09,2.00
0.67,4.54,-1.36,0.66,2.00
-0.64,0.23,0.14,-1.95,1.00
1.21,0.68,1.33,0.83,1.00
3.72,2.55,-1.95,0.86,2.00
-0.61,0.31,-0.49,-0.32,1.00
-0.34,1.17,0.67,-0.47,1.00
0.82,0.38,0.96,-1.83,1.00
0.79,1.92,-0.65,1.98,2.00
3.53,1.79,-0.64,0.70,2.00
1.52,1.67,0.45,1.58,2.00
0.23,-1.15,0.59,1.22,1.00
2.41,2.54,1.50,-0.11,2.00
-1.04,1.27,-0.67,-0.33,1.00
1.93,3.33,-0.88,1.78,2.00
0.28,3.11,-0.30,0.08,2.00
1.89,1.31,-2.40,1.88,2.00
-1.34,1.32,1.33,-0.03,1.00
-0.11,2.26,1.04,1.26,2.00
0.83,0.24,0.29,-0.65,1.00
0.33,-0.52,-0.52,-0.51,1.00
2.03,2.00,-0.02,1.38,2.00
0.31,-1.50,1.26,-1.02,1.00
3.51,2.06,-0.69,2.46,2.00
3.00,3.61,1.29,1.09,2.00
0.66,0.91,-0.60,0.67,1.00
2.28,1.26,-1.13,1.96,2.00
-0.47,0.18,1.46,-0.04,1.00
1.46,1.39,1.19,0.49,2.00
0.13,0.99,0.01,0.13,1.00
2.63,2.23,-0.45,-0.80,2.00
2.06,1.03,-1.58,0.74,2.00
0.62,0.67,0.52,-0.12,1.00
1.62,3.26,-0.07,1.04,2.00
1.48,3.31,1.31,0.17,2.00
-0.15,-0.09,0.22,1.95,1.00
1.27,3.34,0.04,1.22,2.00
1.99,2.59,-1.09,0.84,2.00
1.03,1.54,-0.15,2.27,2.00
1.17,1.87,-0.49,0.26,2.00
2.43,2.67,-1.03,0.84,2.00
2.04,1.70,-1.06,2.82,2.00
-1.08,-0.96,-2.02,1.16,1.00
1.88,2.20,-0.65,1.66,2.00
0.41,2.93,-1.38,0.97,2.00
0.54,1.35,0.72,-2.36,1.00
0.84,1.57,2.08,1.28,2.00
0.28,0.30,-0.69,-0.02,2.00
-1.39,-0.30,-1.14,-0.38,1.00
1.66,-0.58,-0.35,1.01,1.00
1.59,2.93,0.37,-0.53,2.00
1.95,0.75,0.12,1.96,1.00
2.82,1.74,0.56,0.26,2.00
-0.53,-0.91,0.42,0.20,1.00
3.07,3.60,0.38,3.04,2.00
0.93,2.83,0.44,1.54,2.00
0.09,0.64,-0.03,-0.35,1.00
-1.05,-0.49,0.17,0.45,1.00
-0.87,-0.35,0.29,-1.66,1.00
-0.43,1.85,-0.32,-0.30,2.00
-2.35,0.05,1.39,0.65,1.00
1.05,2.56,-0.76,0.96,2.00
0.55,2.59,-0.45,1.14,2.00
1.07,2.86,0.84,1.11,2.00
1.24,0.92,-0.65,-0.85,1.00
-1.64,-1.21,0.44,-0.18,1.00
2.87,2.98,0.87,0.64,2.00
1.01,2.26,-0.02,1.87,2.00
-0.31,0.02,-0.24,-0.35,1.00
1.46,1.27,-1.55,0.15,1.00
1.32,4.24,2.03,1.63,2.00
1.32,2.61,-0.99,0.73,2.00
-2.44,-0.35,-2.01,1.77,1.00
0.87,2.45,1.26,1.49,2.00
3.36,3.87,-1.30,-0.28,2.00
0.18,2.39,-0.17,1.19,2.00
0.88,2.83,-0.74,-1.21,2.00
3.70,2.49,-0.26,2.48,2.00
2.20,0.81,0.91,0.47,1.00
1.23,2.75,-1.25,1.62,2.00
-0.57,0.15,-0.46,0.68,1.00
-0.95,-0.35,-0.31,-0.69,1.00
2.46,-0.82,2.31,-0.72,1.00
1.06,2.22,0.36,0.08,2.00
-0.51,-0.67,-1.32,-0.56,1.00
-0.81,-0.63,-0.33,1.00,1.00
2.05,3.65,0.10,1.21,2.00
-0.61,-0.16,0.28,0.43,1.00
0.15,2.36,0.30,0.63,1.00
0.39,-0.43,2.38,-1.95,1.00
-0.22,2.31,-0.40,0.69,1.00
1.05,2.85,0.50,1.21,2.00
1.97,1.09,1.01,2.20,2.00
0.58,-1.77,1.59,0.02,1.00
1.83,3.22,0.42,1.42,2.00
-0.18,0.87,1.62,1.41,1.00
2.43,1.66,-0.19,2.03,2.00
1.27,-0.25,-0.29,0.06,1.00
2.02,1.37,0.39,0.81,2.00
1.32,1.23,0.57,0.70,1.00
-0.50,1.90,-0.04,0.39,1.00
0.61,3.29,-0.86,-0.07,2.00
-0.06,0.17,-0.05,-0.69,1.00
-0.59,2.09,0.72,-1.34,1.00
-0.49,2.58,0.49,2.10,2.00
0.90,0.13,-0.66,-0.61,1.00
3.83,3.38,1.19,0.76,2.00
2.60,3.09,0.58,1.94,2.00
0.33,1.23,-0.56,-0.23,1.00
4.70,1.09,0.89,-0.76,2.00
-0.11,2.15,-0.67,0.96,2.00
-2.12,0.14,0.16,0.51,1.00
-0.06,0.49,0.54,-0.15,1.00
-0.05,1.22,2.12,0.36,1.00
-0.39,1.43,-1.33,-0.19,1.00
-0.20,0.13,-2.60,-0.80,1.00
0.91,2.46,-0.35,0.99,2.00
1.04,1.47,1.03,-0.34,1.00
-1.04,1.13,0.95,-0.18,1.00
0.70,-1.05,0.23,0.39,1.00
2.45,0.96,0.46,2.11,2.00
0.69,-0.92,0.49,-0.53,1.00
-1.98,0.10,-1.04,1.20,1.00
-0.95,2.07,0.76,0.64,1.00
-1.33,-0.87,1.23,0.77,1.00
-1.31,1.53,-0.44,-1.53,1.00
0.32,0.41,-1.00,0.17,1.00
-1.40,2.39,-0.94,0.51,1.00
0.49,-0.73,0.89,-0.29,1.00
0.27,1.85,1.89,0.82,2.00
-1.81,1.13,1.93,0.10,1.00
0.93,-0.47,0.17,1.85,1.00
-0.70,-1.57,0.44,-1.42,1.00
-1.69,0.07,1.03,0.38,1.00
-0.48,0.21,1.18,-1.70,1.00
0.28,-1.07,-0.21,0.23,1.00
0.85,1.31,0.25,1.50,1.00
1.55,1.86,0.40,2.17,2.00
-0.12,0.32,-0.28,0.05,1.00
