3.05,1.19,1.00
1.38,4.52,2.00
5.10,3.24,1.00
0.42,3.57,2.00
2.07,2.35,2.00
0.88,4.34,2.00
3.55,3.61,2.00
4.22,1.64,1.00
3.54,1.05,1.00
1.28,1.93,1.00
2.03,4.32,2.00
1.96,4.11,2.00
2.26,2.73,2.00
3.64,2.02,1.00
3.94,1.09,1.00
4.31,2.04,1.00
2.17,3.90,2.00
5.01,3.10,1.00
4.52,2.29,1.00
5.64,1.22,1.00
1.58,5.07,2.00
6.63,2.27,1.00
5.07,1.69,1.00
1.99,3.25,2.00
1.19,3.88,2.00
1.33,4.50,2.00
-0.01,5.52,2.00
3.43,3.70,2.00
0.98,4.63,2.00
0.98,5.22,2.00
1.02,4.32,2.00
3.61,1.49,1.00
1.41,3.24,2.00
3.52,2.63,2.00
5.85,0.76,1.00
0.45,3.04,2.00
1.61,4.50,2.00
2.73,5.01,2.00
1.12,3.96,2.00
1.41,4.37,2.00
0.85,4.47,2.00
4.41,0.89,1.00
4.04,1.22,1.00
1.60,3.27,2.00
1.78,3.24,2.00
1.61,4.90,2.00
3.78,1.49,1.00
2.43,2.39,2.00
1.96,2.65,2.00
1.54,3.84,2.00
3.15,3.33,1.00
2.27,1.34,1.00
5.20,1.58,1.00
3.41,1.40,1.00
3.66,2.93,1.00
2.26,4.59,2.00
5.48,1.63,1.00
4.17,2.44,1.00
2.36,5.97,2.00
0.63,4.95,2.00
4.78,2.82,1.00
1.73,4.57,2.00
3.98,2.35,1.00
1.19,3.66,2.00
2.31,6.17,2.00
0.72,4.54,2.00
4.28,1.59,1.00
-0.13,4.93,2.00
3.55,1.94,2.00
4.21,1.61,1.00
5.45,2.14,1.00
3.68,1.73,1.00
3.85,2.51,1.00
3.01,5.40,2.00
4.95,0.93,1.00
1.79,4.43,2.00
4.62,1.08,1.00
4.08,2.08,1.00
1.47,2.62,2.00
2.12,4.14,2.00
1.60,3.11,2.00
6.31,3.84,1.00
3.22,2.72,1.00
3.75,1.53,1.00
1.35,2.72,2.00
3.12,2.48,1.00
3.24,2.26,1.00
1.22,3.84,2.00
4.04,2.15,1.00
2.66,4.74,2.00
1.17,4.38,2.00
4.43,3.39,1.00
0.65,2.63,2.00
2.01,4.60,2.00
3.84,2.37,1.00
3.06,3.86,2.00
3.14,1.73,1.00
2.20,4.05,2.00
4.05,1.76,1.00
3.79,1.61,1.00
1.41,3.67,2.00
1.74,2.70,2.00
2.91,3.43,2.00
2.24,5.12,2.00
3.82,0.35,1.00
5.49,2.34,1.00
5.75,1.33,1.00
3.70,1.43,1.00
3.96,-1.97,1.00
4.02,2.42,1.00
1.44,4.62,2.00
2.14,3.14,2.00
2.23,3.79,2.00
2.09,3.32,2.00
1.30,3.47,2.00
1.86,4.60,2.00
1.60,4.19,2.00
3.98,0.93,1.00
2.33,3.07,2.00
5.24,1.72,1.00
1.83,2.73,2.00
4.53,1.53,1.00
1.81,3.46,2.00
2.10,2.12,2.00
4.72,3.12,1.00
4.38,-0.19,1.00
3.87,3.85,1.00
2.13,4.18,2.00
2.01,1.95,2.00
3.61,2.17,1.00
4.36,1.48,1.00
1.64,3.22,2.00
4.68,5.08,2.00
2.50,2.44,1.00
3.73,2.82,1.00
5.15,2.69,1.00
4.08,1.36,1.00
2.17,3.49,2.00
2.38,4.24,2.00
4.09,3.64,1.00
2.64,2.71,1.00
2.60,5.00,2.00
1.75,2.76,2.00
3.35,1.76,1.00
4.36,1.10,1.00
2.92,3.85,2.00
3.18,3.05,2.00
1.16,1.24,1.00
4.96,1.68,1.00
1.51,3.96,2.00
4.98,1.76,1.00
3.27,2.81,2.00
3.09,2.72,1.00
2.82,1.79,1.00
4.03,2.59,1.00
2.54,4.50,2.00
1.45,4.77,2.00
4.43,2.22,1.00
2.11,3.10,2.00
3.54,2.18,1.00
3.83,3.94,2.00
2.69,2.00,1.00
4.10,1.80,1.00
4.12,3.26,1.00
3.24,4.25,2.00
3.31,0.27,1.00
4.67,0.75,1.00
4.35,3.73,2.00
3.47,0.51,1.00
3.25,1.73,1.00
3.20,3.20,2.00
1.37,5.22,2.00
2.29,1.58,1.00
3.02,3.19,2.00
3.21,3.94,2.00
6.42,1.68,1.00
1.56,2.38,2.00
3.80,2.09,1.00
1.86,3.55,2.00
2.43,1.57,1.00
4.08,1.97,1.00
4.51,2.37,1.00
2.15,-0.36,1.00
2.12,0.69,1.00
4.11,4.51,1.00
2.16,4.37,2.00
1.69,3.87,2.00
4.72,2.65,1.00
1.61,3.43,2.00
3.10,3.52,2.00
5.58,2.62,1.00
1.14,5.24,2.00
1.62,2.98,2.00
1.18,5.13,2.00
-1.03,5.38,2.00
1.23,4.22,2.00
2.07,4.98,2.00
2.63,2.15,2.00
0.40,2.57,2.00
1.20,3.83,2.00
3.95,2.14,1.00
3.44,5.22,2.00
5.16,1.54,1.00
4.17,2.36,1.00
2.83,4.06,2.00
2.01,2.57,2.00
2.05,3.51,2.00
1.03,2.97,2.00
2.59,2.89,2.00
2.32,4.18,2.00
2.16,2.74,2.00
1.80,3.17,1.00
5.77,2.06,1.00
3.27,2.68,2.00
4.39,0.67,1.00
4.46,0.85,1.00
4.70,-0.40,1.00
1.40,4.52,2.00
0.92,4.33,2.00
5.58,2.17,1.00
2.61,4.23,2.00
3.47,-0.30,1.00
5.06,1.64,1.00
2.11,4.00,2.00
4.04,2.30,1.00
2.23,4.58,2.00
4.37,1.31,1.00
3.74,2.89,1.00
3.88,1.11,1.00
3.50,3.76,2.00
2.22,4.05,2.00
1.18,3.12,2.00
3.33,3.79,2.00
2.08,3.82,2.00
0.19,3.58,2.00
4.77,3.72,1.00
3.90,2.52,1.00
3.28,1.33,1.00
3.09,1.62,1.00
1.97,4.84,2.00
3.73,0.78,1.00
1.58,6.18,2.00
3.42,3.18,1.00
-0.21,5.05,2.00
4.16,4.01,1.00
2.32,3.86,2.00
1.78,2.06,2.00
2.43,2.86,2.00
4.72,1.05,1.00
2.86,4.96,2.00
3.29,3.60,1.00
3.28,2.93,1.00
3.31,0.90,1.00
3.34,2.51,1.00
2.74,2.82,1.00
2.34,5.07,2.00
1.85,6.37,2.00
2.29,3.39,2.00
5.67,4.38,1.00
3.93,2.78,1.00
1.28,5.88,2.00
0.62,5.35,2.00
1.35,5.18,2.00
1.77,3.95,2.00
4.25,2.64,1.00
3.42,0.98,1.00
1.70,2.68,2.00
2.73,2.49,2.00
2.43,5.47,2.00
5.08,1.76,1.00
3.76,2.37,2.00
3.57,2.58,1.00
3.38,3.02,1.00
5.20,0.38,1.00
3.26,3.19,2.00
1.92,4.38,2.00
1.24,2.77,2.00
2.90,5.84,2.00
2.02,4.73,2.00
1.77,6.86,2.00
2.81,2.33,1.00
5.51,2.45,1.00
3.98,2.78,1.00
0.62,4.27,2.00
0.19,3.27,2.00
3.92,2.86,1.00
5.90,2.67,1.00
3.73,2.63,1.00
2.21,4.55,2.00
2.47,4.33,2.00
4.70,5.05,2.00
5.20,0.65,1.00
3.13,4.03,2.00
2.40,1.66,2.00
3.23,4.26,1.00
2.96,3.93,2.00
3.61,2.48,1.00
0.27,3.65,2.00
5.73,2.75,1.00
5.69,2.46,1.00
3.97,0.39,1.00
2.32,2.13,1.00
3.72,4.94,1.00
1.92,4.04,2.00
4.18,1.73,1.00
4.82,2.45,1.00
4.08,1.74,1.00
2.38,2.95,2.00
3.77,1.12,1.00
2.36,3.67,2.00
4.41,2.68,1.00
2.44,6.55,2.00
1.74,4.83,2.00
2.69,3.63,2.00
1.77,4.26,2.00
3.46,3.71,1.00
1.64,5.79,2.00
4.44,3.69,1.00
3.13,5.98,2.00
0.87,4.57,2.00
3.21,4.30,2.00
3.41,1.81,1.00
4.73,3.45,1.00
3.79,1.02,1.00
0.12,3.83,2.00
3.78,1.00,1.00
4.43,1.55,1.00
1.33,4.85,2.00
1.89,4.50,2.00
0.35,5.44,2.00
0.22,4.33,2.00
0.58,2.28,2.00
1.15,5.20,2.00
4.38,1.22,1.00
2.73,2.77,2.00
4.81,1.50,1.00
4.30,2.16,1.00
4.87,0.90,1.00
3.06,2.60,1.00
0.41,5.22,2.00
2.09,5.78,2.00
2.90,2.11,1.00
4.04,1.53,1.00
-0.18,1.36,2.00
2.60,3.90,1.00
4.23,1.52,1.00
3.74,3.92,2.00
4.63,2.40,1.00
5.11,3.21,1.00
4.04,3.94,1.00
4.87,1.75,1.00
1.29,4.80,2.00
1.00,3.10,2.00
1.58,4.71,2.00
3.33,3.81,2.00
2.83,4.18,1.00
1.56,4.62,2.00
2.94,3.37,1.00
1.57,5.17,2.00
5.68,2.28,1.00
2.78,0.94,1.00
4.54,4.59,2.00
1.78,3.64,2.00
1.84,5.86,2.00
4.90,2.11,1.00
4.83,0.50,1.00
1.21,3.63,2.00
3.94,1.83,1.00
1.72,2.96,2.00
3.58,3.92,1.00
4.07,1.88,1.00
3.81,2.70,1.00
0.91,3.48,2.00
2.16,2.49,1.00
3.62,1.30,1.00
4.97,2.38,1.00
4.50,1.23,1.00
1.17,2.57,2.00
0.84,4.00,2.00
2.45,5.11,2.00
0.67,3.46,2.00
4.45,3.63,1.00
4.41,2.08,1.00
3.58,2.49,1.00
4.48,1.81,1.00
0.19,3.47,2.00
2.27,2.46,2.00
2.05,5.20,2.00
3.79,2.76,1.00
4.84,0.93,1.00
3.03,3.86,2.00
3.14,0.12,1.00
3.84,2.39,1.00
2.56,3.41,2.00
3.33,0.56,1.00
3.61,1.85,1.00
3.37,2.68,1.00
4.21,0.90,1.00
4.88,3.54,1.00
3.88,3.09,1.00
3.35,2.39,1.00
4.45,0.42,1.00
3.82,2.33,1.00
1.16,4.28,2.00
1.43,3.12,2.00
0.83,6.09,2.00
3.18,4.24,2.00
4.16,2.40,2.00
5.31,0.71,1.00
5.00,2.49,1.00
2.44,1.24,1.00
2.99,3.85,2.00
3.20,3.04,1.00
2.27,4.38,2.00
3.55,0.89,1.00
2.14,5.90,2.00
4.71,3.19,1.00
0.30,4.66,2.00
4.55,0.86,1.00
2.86,1.81,1.00
3.22,1.84,1.00
1.97,3.09,2.00
4.94,0.67,1.00
4.78,3.20,1.00
5.17,2.52,1.00
1.44,2.12,2.00
3.14,1.40,1.00
3.64,1.19,1.00
3.70,1.64,1.00
1.47,3.69,2.00
4.00,1.95,1.00
4.68,1.23,1.00
2.26,3.63,2.00
2.23,3.41,2.00
5.13,2.32,1.00
3.39,4.72,2.00
2.05,5.62,2.00
2.49,4.32,2.00
2.36,3.07,2.00
2.43,1.58,1.00
0.06,3.77,2.00
3.08,4.88,2.00
3.49,5.64,2.00
4.27,2.55,1.00
1.63,4.02,2.00
3.33,3.17,2.00
3.25,2.82,1.00
5.73,3.64,1.00
2.16,3.39,2.00
3.45,2.37,1.00
2.57,1.23,1.00
3.92,0.84,1.00
2.75,2.15,1.00
2.48,3.69,2.00
3.65,2.16,1.00
2.11,3.79,2.00
5.76,1.77,1.00
1.44,3.64,2.00
3.14,1.17,1.00
4.06,1.63,1.00
1.97,3.88,2.00
1.69,3.27,2.00
2.08,3.98,2.00
0.94,2.49,2.00
0.70,2.59,2.00
3.89,0.32,1.00
4.57,1.88,1.00
3.99,2.00,1.00
2.77,4.26,2.00
4.59,2.16,1.00
2.83,2.07,1.00
2.20,4.29,2.00
4.64,2.64,1.00
3.07,1.91,1.00
4.13,4.12,2.00
3.60,2.93,1.00
4.78,1.43,1.00
5.82,-1.02,1.00
2.34,4.08,2.00
5.38,1.75,1.00
2.66,2.13,2.00
4.63,1.74,1.00
3.67,0.99,1.00
4.01,0.15,1.00
3.27,3.39,2.00
1.56,4.95,2.00
4.63,2.25,1.00
3.37,2.33,1.00
3.97,1.31,1.00
3.05,3.84,2.00
2.36,5.87,2.00
4.79,2.56,1.00
3.81,3.60,1.00
0.66,3.91,2.00
5.14,3.67,1.00
2.37,4.99,2.00
3.51,2.09,1.00
0.15,2.35,2.00
4.74,2.41,1.00
2.33,3.64,2.00
4.18,-0.11,1.00
2.76,4.41,2.00
5.00,2.89,1.00
0.39,5.22,2.00
1.82,3.49,2.00
1.50,2.20,2.00
3.12,3.21,2.00
5.01,2.15,1.00
3.76,0.27,1.00
1.39,4.09,2.00
1.34,6.05,2.00
4.87,0.77,1.00
5.60,1.22,1.00
3.80,1.96,1.00
5.17,0.47,1.00
3.23,2.50,1.00
4.30,2.89,1.00
1.40,5.34,2.00
1.25,3.98,2.00
3.72,3.15,1.00
1.39,3.86,2.00
2.83,2.12,1.00
2.61,1.80,1.00
3.80,2.09,1.00
3.39,2.21,1.00
3.78,1.16,1.00
0.17,6.42,2.00
4.18,-0.39,1.00
4.59,0.33,1.00
2.81,1.72,2.00
3.99,2.58,1.00
0.91,4.31,2.00
3.73,1.57,1.00
2.68,2.11,1.00
3.50,2.29,1.00
1.81,2.94,2.00
2.87,0.62,1.00
3.11,2.65,1.00
4.97,1.93,1.00
2.93,4.16,1.00
4.48,2.87,1.00
3.68,3.33,1.00
4.06,1.62,1.00
0.80,5.04,2.00
1.38,3.82,2.00
3.21,0.07,1.00
0.14,4.03,2.00
4.55,1.88,1.00
2.59,3.77,2.00
2.95,4.41,2.00
1.59,3.20,2.00
2.87,4.98,2.00
4.42,1.32,1.00
4.74,4.17,2.00
1.57,2.87,2.00
2.57,4.34,2.00
3.12,2.93,1.00
2.11,3.05,2.00
3.53,1.79,1.00
1.74,2.53,1.00
1.99,4.77,2.00
1.72,3.29,2.00
4.29,1.27,1.00
4.20,-0.01,1.00
2.15,3.53,2.00
1.65,6.63,2.00
2.62,1.12,1.00
3.47,3.31,2.00
0.50,3.75,2.00
3.97,2.44,1.00
1.95,4.02,2.00
2.51,4.42,2.00
4.59,3.48,2.00
2.19,4.73,2.00
4.37,1.73,1.00
2.08,3.97,2.00
1.76,3.94,2.00
2.26,4.24,2.00
2.76,2.75,1.00
1.92,4.95,2.00
3.49,1.01,1.00
2.32,2.95,2.00
4.14,2.72,1.00
3.32,1.53,1.00
1.67,3.75,2.00
1.77,4.49,2.00
2.32,4.44,2.00
3.89,2.54,1.00
1.28,2.71,2.00
5.51,3.19,1.00
0.28,4.77,2.00
3.30,4.31,2.00
4.70,1.95,1.00
5.05,2.98,1.00
1.32,6.81,2.00
1.49,3.69,2.00
3.19,2.60,1.00
0.13,3.06,2.00
3.20,3.42,1.00
1.67,3.87,2.00
4.35,1.34,1.00
3.09,3.23,1.00
2.76,4.70,2.00
0.60,4.51,2.00
2.02,3.30,2.00
2.77,4.40,2.00
2.78,1.19,1.00
1.69,3.09,2.00
5.42,1.61,1.00
3.89,0.40,1.00
2.28,4.65,2.00
4.66,1.42,1.00
3.57,3.10,1.00
4.14,2.71,1.00
3.17,4.59,2.00
3.98,1.19,1.00
2.54,1.91,1.00
5.40,1.89,1.00
4.26,3.05,1.00
1.84,3.98,2.00
3.61,0.00,1.00
2.93,2.22,2.00
3.02,1.46,1.00
2.48,3.99,2.00
0.75,6.05,2.00
4.77,1.73,1.00
1.34,2.98,2.00
4.97,1.51,1.00
4.75,1.45,1.00
2.90,1.47,1.00
1.86,6.08,2.00
4.00,3.77,1.00
2.62,4.49,2.00
2.54,3.83,2.00
5.26,0.07,1.00
1.53,5.46,2.00
1.98,2.87,2.00
2.74,3.48,2.00
4.03,3.21,1.00
2.17,3.18,2.00
3.30,1.15,1.00
3.53,1.89,1.00
2.30,5.44,2.00
4.02,2.96,1.00
3.93,3.67,2.00
2.40,3.46,2.00
-0.32,3.83,2.00
2.99,3.78,2.00
1.47,4.41,2.00
1.97,4.90,2.00
0.41,5.72,2.00
3.39,3.66,2.00
4.35,0.23,1.00
2.81,2.13,1.00
5.74,0.98,1.00
1.93,4.92,2.00
1.59,2.51,2.00
2.73,2.62,1.00
2.41,1.47,1.00
3.48,2.97,2.00
4.96,0.65,1.00
3.44,3.27,2.00
4.20,1.62,1.00
3.37,1.74,1.00
1.81,4.36,2.00
3.34,2.42,1.00
2.95,2.64,1.00
1.00,3.64,2.00
2.22,4.54,2.00
3.98,2.52,1.00
3.48,4.24,2.00
3.50,1.04,1.00
4.57,1.10,1.00
2.36,1.93,1.00
5.14,2.61,1.00
5.00,2.65,1.00
3.53,1.57,1.00
0.96,2.94,2.00
3.28,3.65,1.00
4.33,0.87,1.00
3.95,0.81,1.00
3.25,1.67,1.00
3.21,2.02,2.00
3.67,2.40,1.00
2.28,4.16,2.00
1.26,4.79,2.00
4.10,3.28,1.00
-0.08,3.22,2.00
1.65,6.93,2.00
1.39,4.10,2.00
0.93,3.22,2.00
2.40,3.07,2.00
5.75,1.82,1.00
3.37,4.01,2.00
3.72,1.84,1.00
4.93,4.21,1.00
1.39,4.83,2.00
6.59,1.28,1.00
-0.44,4.08,2.00
5.82,0.82,1.00
2.67,3.78,2.00
1.35,1.34,2.00
0.69,4.13,2.00
1.78,3.79,2.00
2.50,2.06,1.00
2.27,1.80,2.00
2.16,4.42,2.00
1.63,1.99,2.00
0.31,4.80,2.00
4.83,3.53,1.00
2.97,0.44,1.00
4.79,1.22,1.00
3.54,3.73,1.00
1.73,4.60,2.00
4.14,2.45,1.00
3.79,1.03,1.00
2.00,2.91,2.00
1.60,3.94,2.00
4.56,3.38,1.00
1.83,4.27,2.00
3.65,4.11,1.00
3.55,0.07,1.00
4.03,3.07,1.00
2.12,4.45,2.00
4.66,1.54,1.00
5.28,2.45,1.00
0.76,6.85,2.00
1.36,4.78,2.00
1.29,3.44,2.00
3.25,0.84,1.00
0.47,4.81,2.00
1.61,3.47,2.00
1.41,3.23,2.00
2.78,4.52,2.00
4.91,0.91,1.00
5.16,1.71,1.00
1.24,3.68,2.00
3.92,1.62,1.00
2.57,2.37,1.00
1.31,3.29,2.00
4.54,0.81,1.00
4.91,2.58,1.00
1.35,2.74,2.00
3.80,3.94,1.00
4.25,1.09,1.00
4.93,2.23,1.00
3.99,2.07,1.00
3.30,1.24,1.00
2.11,0.43,1.00
3.56,2.48,1.00
4.30,3.39,1.00
0.03,3.28,2.00
1.76,2.97,2.00
3.23,2.81,1.00
2.72,4.61,2.00
1.27,4.85,2.00
2.40,3.67,2.00
1.85,4.77,2.00
3.03,1.64,1.00
0.49,4.95,2.00
3.45,1.68,1.00
1.52,4.80,2.00
3.13,2.36,1.00
2.41,0.81,1.00
5.46,1.07,1.00
0.06,2.10,2.00
2.81,4.09,2.00
0.83,4.12,2.00
2.79,1.53,1.00
1.89,2.74,1.00
1.67,4.87,2.00
1.88,5.32,2.00
2.60,3.87,2.00
0.47,3.94,2.00
1.88,4.08,2.00
0.01,3.70,2.00
2.99,1.64,1.00
3.26,3.67,1.00
2.95,3.78,2.00
2.83,3.95,2.00
1.27,3.99,2.00
3.65,2.88,1.00
4.06,4.65,2.00
5.81,3.69,1.00
1.99,2.59,1.00
4.35,3.97,2.00
2.88,5.98,2.00
4.12,1.27,1.00
5.30,1.77,1.00
0.90,4.51,2.00
3.14,4.11,2.00
3.29,1.31,1.00
2.42,4.40,2.00
2.91,2.95,1.00
1.92,4.15,2.00
0.44,3.30,2.00
5.14,3.23,1.00
6.44,1.16,1.00
3.96,3.57,2.00
4.84,3.41,1.00
0.88,4.12,2.00
0.68,4.43,2.00
4.26,0.45,1.00
5.26,2.98,1.00
2.29,3.57,2.00
1.34,5.01,2.00
2.84,2.30,1.00
5.29,3.51,1.00
2.11,3.52,2.00
3.20,0.40,1.00
3.71,1.59,1.00
2.60,4.18,2.00
4.62,2.87,1.00
2.41,3.43,1.00
4.14,3.39,2.00
4.13,2.42,2.00
4.48,1.40,1.00
3.79,1.78,1.00
1.70,2.24,1.00
3.97,1.30,1.00
2.65,2.19,1.00
3.87,2.37,1.00
3.57,5.84,2.00
2.63,5.38,2.00
2.57,2.79,1.00
3.83,1.37,1.00
0.29,4.75,2.00
4.62,2.24,1.00
2.76,3.44,2.00
2.55,3.58,2.00
1.90,4.77,2.00
1.79,5.60,2.00
1.76,2.16,1.00
4.33,3.05,1.00
1.95,5.07,2.00
3.43,3.15,1.00
0.59,2.70,2.00
4.00,1.66,1.00
0.47,5.43,2.00
2.15,4.12,2.00
4.38,3.33,1.00
2.97,4.38,2.00
2.01,3.27,2.00
3.54,2.34,1.00
3.88,2.63,1.00
4.24,1.78,1.00
4.32,3.74,2.00
2.00,4.25,2.00
-0.66,4.67,2.00
4.16,3.15,1.00
5.10,1.94,1.00
3.16,2.75,1.00
4.71,2.94,1.00
4.95,0.48,1.00
3.23,2.45,2.00
3.80,1.43,1.00
3.25,2.80,1.00
0.23,5.25,2.00
4.83,0.99,1.00
2.66,2.46,1.00
1.28,4.01,2.00
5.88,0.67,1.00
-0.89,3.11,2.00
4.52,0.49,1.00
4.44,2.60,1.00
3.33,1.96,1.00
3.96,1.43,1.00
5.53,2.16,1.00
2.15,-0.35,1.00
5.28,1.83,1.00
1.56,4.27,2.00
2.91,2.48,1.00
2.05,4.36,2.00
3.95,2.63,1.00
5.36,2.01,1.00
0.43,4.06,2.00
1.34,2.95,2.00
3.22,2.16,1.00
6.27,1.36,1.00
3.66,2.05,1.00
1.14,5.64,2.00
4.45,3.60,1.00
4.68,0.85,1.00
3.62,2.12,1.00
2.32,4.96,2.00
1.82,4.26,2.00
3.97,2.21,1.00
0.89,4.03,2.00
0.62,5.04,2.00
2.31,1.85,1.00
2.89,1.71,1.00
4.82,0.39,1.00
5.38,2.93,1.00
2.01,5.90,2.00
4.24,0.85,1.00
3.29,1.98,1.00
5.64,2.21,1.00
0.94,3.18,2.00
3.07,1.17,1.00
1.89,3.15,2.00
1.92,4.43,2.00
1.54,4.56,2.00
3.53,1.46,1.00
3.51,2.03,1.00
4.28,2.75,2.00
2.78,3.43,1.00
0.13,2.37,2.00
3.73,1.17,1.00
2.26,3.46,1.00
1.70,3.67,2.00
5.15,-0.67,1.00
4.54,3.09,2.00
4.77,1.69,1.00
1.94,3.96,2.00
4.81,0.92,1.00
1.54,4.59,2.00
3.95,2.13,1.00
3.07,4.73,2.00
4.27,1.34,1.00
3.31,2.09,1.00
4.38,2.26,1.00
3.58,0.53,1.00
3.69,3.60,2.00
4.10,1.46,1.00
0.41,5.36,2.00
2.50,1.99,1.00
3.72,1.21,1.00
5.32,1.08,1.00
4.36,3.66,2.00
3.33,5.38,2.00
1.77,4.26,2.00
1.71,4.88,2.00
4.77,2.81,1.00
4.49,1.42,1.00
3.17,3.62,2.00
1.93,3.89,2.00
0.71,2.10,2.00
-0.73,4.31,2.00
4.19,2.23,1.00
3.41,2.88,1.00
2.53,2.08,1.00
4.07,1.16,1.00
4.92,2.14,1.00
3.91,1.73,1.00
3.56,1.10,1.00
5.05,2.92,1.00
2.75,3.01,1.00
0.66,3.93,2.00
2.41,3.83,2.00
2.93,4.49,2.00
4.22,0.64,1.00
2.35,5.81,2.00
5.45,1.04,1.00
5.65,3.79,1.00
3.30,5.48,2.00
4.70,2.70,1.00
3.63,2.35,1.00
1.73,4.20,2.00
2.50,0.58,1.00
3.19,3.31,2.00
2.66,3.39,1.00
2.04,2.75,2.00
3.68,4.55,2.00
4.26,2.72,1.00
3.38,2.10,1.00
3.84,1.81,1.00
2.47,3.10,2.00
0.54,2.71,2.00
4.51,5.03,1.00
1.81,2.61,2.00
4.71,3.34,1.00
2.80,2.42,1.00
3.36,2.25,1.00
5.09,0.62,1.00
0.11,3.39,2.00
4.11,6.83,2.00
5.50,1.57,1.00
-0.22,3.36,2.00
3.13,5.10,2.00
3.45,3.22,2.00
3.99,0.94,1.00
2.79,5.12,2.00
1.69,4.13,2.00
4.34,1.05,1.00
4.49,1.90,1.00
2.90,4.31,2.00
1.86,4.11,2.00
5.21,2.03,1.00
3.42,3.26,2.00
3.70,2.27,1.00
0.51,4.66,2.00
2.86,0.87,1.00
3.95,2.84,1.00
4.29,1.12,1.00
0.91,2.33,2.00
5.90,1.49,1.00
1.57,4.81,2.00
5.64,1.97,1.00
1.54,1.99,1.00
1.27,3.81,2.00
3.44,1.06,1.00
2.26,3.30,2.00
1.60,4.22,2.00
4.31,1.90,1.00
3.49,2.77,1.00
5.64,1.33,1.00
4.65,2.47,1.00
4.10,1.52,1.00
3.75,2.07,1.00
3.77,1.58,1.00
2.09,2.90,2.00
1.13,2.64,2.00
2.82,4.11,2.00
2.61,3.69,2.00
1.91,4.65,2.00
3.17,0.02,1.00
4.96,2.48,1.00
3.42,3.75,2.00
4.08,1.18,1.00
2.24,2.79,1.00
4.02,0.15,1.00
0.63,2.97,2.00
1.19,4.28,2.00
2.57,1.22,1.00
0.90,5.82,2.00
3.88,2.21,1.00
2.95,5.13,2.00
3.79,3.04,1.00
3.55,5.71,2.00
-0.11,2.80,2.00
2.19,3.62,2.00
3.77,1.35,1.00
0.64,5.26,2.00
5.52,1.21,1.00
2.40,4.86,2.00
0.39,4.63,2.00
3.59,-0.13,1.00
1.15,4.40,2.00
2.98,5.11,2.00
3.84,1.66,1.00
